ID	位置	中文	한국어	備註
R18.prep.7	strings.js · R18	斜切段	어슷썬다	
R19.title	strings.js · R19	慢火厚煎蔬菜蛋餅	겉바속촉 애호박 채소전	
R19.subtitle	strings.js · R19	家裡有吃不完的櫛瓜？厚煎一次幫你消滅一整根。	냉장고에 굴러다니는 애호박? 도톰하게 한 판으로 순삭.	
R19.note	strings.js · R19	胡蘿蔔絲先炒過甜味才出得來。分成四五小塊厚厚地慢火煎，表面微焦焦的，才是真正的外脆內嫩。	당근채는 먼저 볶아야 단맛이 살아나. 네다섯 덩이로 도톰하게 올려 약불에 느긋하게 부쳐야 찐 겉바속촉이야.	
R19.murmur	strings.js · R19	沾優格醬還是直接吃？我先趁熱咬最脆的邊邊。	요거트 소스 찍먹? 난 갓 부친 바삭한 테두리부터.	
R19.stage.1	strings.js · R19	炒香胡蘿蔔	당근 볶기	
R19.stage.2	strings.js · R19	拌勻麵糊	반죽 섞기	
R19.stage.3	strings.js · R19	慢火厚煎	도톰하게 부치기	
R19.step.1	strings.js · R19	平底鍋下少許油，將胡蘿蔔絲和洋蔥絲炒軟、炒出甜香後盛出放涼備用。	팬에 기름을 살짝 두르고 당근채와 양파채를 볶아 숨을 죽이고 단맛을 낸 뒤 한 김 식힌다.	
R19.step.2	strings.js · R19	大碗中加入擠乾的櫛瓜絲、炒好的胡蘿蔔洋蔥、雞蛋、麵粉、鹽 1/4 茶匙與黑胡椒拌勻成濃稠麵糊。喜歡起司可磨入帕瑪森。	볼에 물기 짠 애호박채, 볶은 당근과 양파, 달걀, 밀가루, 소금 1/4작은술, 후추를 넣고 고루 섞는다. 취향에 따라 파르미지아노를 갈아 넣는다.	
R19.step.3	strings.js · R19	平底鍋倒適量油，中小火熱鍋，將麵糊分成 4–5 等份，舀入鍋中推成帶有厚度的小圓餅。	팬에 기름을 넉넉히 두르고 중약불로 달군 뒤, 반죽을 4–5등분으로 나누어 도톰하고 둥글게 올린다.	
R19.step.4	strings.js · R19	慢火耐心煎 3–4 分鐘至底部定型且微焦酥脆，翻面再煎 3 分鐘，煎至兩面金黃熟透即可起鍋。	바닥이 단단하게 굳고 노릇해질 때까지 3–4분간 천천히 굽고, 뒤집어 3분 더 구워 양면이 겉바속촉하게 익으면 꺼낸다.	
R19.tip.1	strings.js · R19	胡蘿蔔一定要先炒過。生胡蘿蔔直接下麵糊不容易熟透，先過油炒軟能激發脂溶性甜味與香氣。	당근은 반드시 먼저 볶는다. 생당근을 바로 넣으면 잘 익지 않고 겉도므로, 기름에 볶아 숨을 죽여야 단맛과 풍미가 살아난다.	
R19.tip.2	strings.js · R19	分小份厚煎。不要攤成大薄餅，分成 4–5 塊帶厚度的小餅，中小火慢煎才能達成外脆內嫩（겉바속촉）的口感。	도톰하게 나눠 부친다. 크게 얇게 펼치지 말고 4–5장으로 도톰하게 올려 중약불에 은근히 구워야 겉바속촉 식감이 완성된다.	
R19.tip.3	strings.js · R19	櫛瓜使勁擠乾。櫛瓜撒鹽出水後務必用力擠乾水分，麵糊才夠濃稠，厚煎時內部才不會濕黏軟爛。	애호박은 물기를 꽉 짠다. 절인 후 수분을 확실히 짜내야 반죽 농도가 잡히고, 도톰하게 부쳐도 속이 질척거리지 않는다.	
R19.tip.4	strings.js · R19	沾醬搭配。除了經典醬油醋，這道配希臘優格加點檸檬汁、黑胡椒調成的優格醬更是絕配，清爽奶香超解膩。	양념장 꿀조합. 기본 간장식초도 좋지만, 그릭 요거트에 레몬즙과 후추를 섞은 소스를 곁들이면 훨씬 산뜻하고 고급스러워.	
R19.prep.1	strings.js · R19	刨細絲，撒鹽 1/2 茶匙拌勻靜置 5–10 分鐘，再使勁擠乾水分	가늘게 채 썰어 소금 1/2작은술을 뿌려 버무린 뒤 5–10분 두었다가 물기를 꽉 짠다	
R19.prep.2	strings.js · R19	刨細絲備用	가늘게 채 썬다	
R19.prep.3	strings.js · R19	切細絲備用	가늘게 채 썬다	
R20.title	strings.js · R20	正宗台灣酥皮蔥油餅	대만 오리지널 겉바속촉 총유빙	
R20.subtitle	strings.js · R20	早餐配豆漿、宵夜加顆蛋，這口台灣味隨時來一張。	두유랑 먹어도 계란 얹어도 찰떡. 언제든 생각나는 대만의 맛.	
R20.note	strings.js · R20	擀的時候輕推就好別壓死層次。下鍋一定要馬上蓋鍋蓋悶煎，水分才不會跑光，熟透後再開大火逼出酥脆。	밀 때는 살살 밀어 결 살리기. 팬에 올리자마자 뚜껑 덮고 쪄내듯 구워야 수분이 안 날아가. 마지막에 센 불로 바삭하게.	
R20.murmur	strings.js · R20	剛起鍋燙得很，但蔥香太誘人停不下來。	갓 구워 뜨거운데 파향 때문에 멈출 수가 없어.	
R20.urgentNote	strings.js · R20	麵團要靜置 30 分鐘才好操作，開始前先把時間算進去。	반죽은 30분 쉬어야 다루기 좋아진다. 시작 전에 그 시간을 계산해 둘 것.	
R20.stage.1	strings.js · R20	燙麵揉團	익반죽 만들기	
R20.stage.2	strings.js · R20	靜置鬆弛	반죽 휴지하기	
R20.stage.3	strings.js · R20	調製油酥	오일 반죽 만들기	
R20.stage.4	strings.js · R20	擀捲盤起	말아서 성형하기	
R20.stage.5	strings.js · R20	蓋鍋悶煎	뚜껑 덮고 굽기	
R20.step.1	strings.js · R20	中筋麵粉 300g 加鹽 2g 拌勻，沖入滾水 165ml，邊倒邊用筷子快速攪成雪花狀。	중력분 300g에 소금 2g을 섞고, 끓는 물 165ml를 붓는다. 젓가락으로 빠르게 저어가며 몽글몽글 뭉친다.	
R20.step.2	strings.js · R20	加入冷水 60ml，用手揉成光滑無乾粉的麵團。	찬물 60ml를 넣고 손으로 치대어 매끈한 반죽을 만든다.	
R20.step.3	strings.js · R20	蓋上保鮮膜或濕布，室溫靜置鬆弛 30 分鐘。	랩이나 젖은 면포를 덮어 실온에서 30분간 휴지시킨다.	
R20.step.4	strings.js · R20	豬油或沙拉油 36ml 燒至微熱，趁熱沖入中筋麵粉 24g 與鹽 1g 中，攪成滑順油酥放涼備用。	기름 36ml를 따뜻하게 데워 중력분 24g과 소금 1g에 붓고 골고루 섞어 식혀 둔다.	
R20.step.5	strings.js · R20	麵團分成 4–5 份，每份輕輕擀成大薄片。均勻抹上一層油酥，再撒上抓醃好的蔥油內餡。	반죽을 4–5등분으로 나누고 얇고 넓게 민다. 오일 반죽을 바르고 파 소를 골고루 뿌린다.	
R20.step.6	strings.js · R20	從一端捲成長條狀，再由外向內盤成蝸牛狀，收口塞底層，手掌輕輕壓扁，鬆弛 5 分鐘。	돌돌 말아 긴 막대 모양으로 만든 뒤, 달팽이 모양으로 둥글게 말고 끝부분을 밑으로 넣어 손바닥으로 살짝 누른다. 5분간 둔다.	
R20.step.7	strings.js · R20	用擀麵棍輕推擀成厚薄均勻的圓片，切忌用力重壓。	밀대로 살살 밀어 일정한 두께의 원형으로 편다. 너무 세게 누르지 않는다.	
R20.step.8	strings.js · R20	平底鍋中火下適量油熱鍋，餅皮下鍋後立刻蓋上鍋蓋，中火悶煎 3–4 分鐘至內部熟透。	팬에 기름을 두르고 중불로 달군 뒤 반죽을 올리고 즉시 뚜껑을 덮는다. 3–4분간 쪄내듯 굽는다.	
R20.step.9	strings.js · R20	開蓋翻面，再次蓋上鍋蓋悶煎 2–3 分鐘。最後開蓋轉大火，兩面各煎 30 秒逼出多餘油脂與焦脆感。	뚜껑을 열고 뒤집은 뒤 다시 뚜껑을 덮어 2–3분 굽는다. 마지막에 뚜껑을 열고 센 불로 각 30초씩 바삭하게 구워 낸다.	
R20.step.10	strings.js · R20	起鍋後趁熱用雙手或抹布從兩端往中心推擠拍鬆，千層層次立刻蓬鬆酥脆。	꺼내자마자 양손으로 툭툭 쳐서 공기를 넣어주면 결이 부드럽고 바삭하게 살아난다.	
R20.tip.1	strings.js · R20	剛揉好的麵團黏手是正常的，靜置鬆弛後麵筋放鬆就會服貼好操作。切忌一直補乾粉，粉加多了餅身會乾硬。	처음 반죽이 질척거려도 정상이다. 휴지하면 다루기 쉬워지니 덧가루를 계속 넣지 않는다. 가루가 많으면 퍽퍽해진다.	
R20.tip.2	strings.js · R20	擀捲時手勁要輕。重壓會把中間的油酥層次擠死，前面捲麵皮的功夫全白費。	밀대로 밀 때 힘주어 누르지 않는다. 힘을 주면 겹이 뭉개져 결이 살아나지 않는다.	
R20.tip.3	strings.js · R20	必須蓋鍋蓋悶煎。千層餅有厚度，靠鍋中水蒸氣循環才能讓內部熟透多汁；一直開蓋煎水分蒸發，餅皮只會乾硬嚼不動。	뚜껑을 덮고 구워야 한다. 두께감이 있어 스팀으로 속까지 익혀야 수분이 유지된다. 열어두고 구우면 말라서 딱딱해진다.	
R20.tip.4	strings.js · R20	多做的生餅胚可墊烘焙紙層層分開、裝袋冷凍。想吃時不用退冰，直接下鍋小火蓋蓋慢煎，三分鐘美味開動。	남은 반죽은 종이호일을 깔고 겹쳐 냉동 보관한다. 해동 없이 그대로 팬에 올려 약불에 뚜껑 덮고 구우면 3분 완성.	
R20.prep.1	strings.js · R20	切末備用	다진다	
R20.prep.2	strings.js · R20	大蔥末加鹽 1.5g、芝麻油 4g 抓勻靜置醃製	다진 파에 소금 1.5g, 참기름 4g을 버무려 둔다	
R21.title	strings.js · R21	油香栗子雞腿燜飯	고소한 닭다리살 밤솥밥	
R21.subtitle	strings.js · R21	雞皮煎出豐沛油脂，每一粒米都吸飽肉香與栗子甜。	고소한 닭기름에 달큰한 밤. 밥알 하나하나 풍미 가득.	
R21.note	strings.js · R21	雞肉份量給足才過癮。雞皮先乾煎逼出精華雞油，肉塊抓點太白粉醃透，電子鍋悶完依然大塊多汁。	닭고기 듬뿍 올려야 찐이야. 껍질부터 바싹 구워 기름 내고, 전분에 재워 둬야 밥솥에 취사해도 육즙 팡팡.	
R21.murmur	strings.js · R21	這肉量才叫過癮，栗子留最後吃。	고기 이 정도는 얹어야지. 밤은 아껴뒀다 먹을래.	
R21.urgentNote	strings.js · R21	雞腿要先醃 20 分鐘，太白粉才鎖得住肉汁。	닭다리살은 20분 재워야 감자전분이 육즙을 잡아 준다.	
R21.stage.1	strings.js · R21	乾煎雞皮逼油	닭껍질 구워 기름 내기	
R21.stage.2	strings.js · R21	雞油爆香蔥蒜菇	닭기름에 채소 볶기	
R21.stage.3	strings.js · R21	電子鍋組合	밥솥에 안치기	
R21.stage.4	strings.js · R21	悶透翻拌	뜸 들이고 섞기	
R21.step.1	strings.js · R21	平底鍋不放油，去骨雞腿肉皮朝下，中小火慢煎 5–6 分鐘逼出豐沛雞油，煎至雞皮金黃焦香。	팬에 기름을 두르지 않고 닭다리살 껍질이 바닥으로 가도록 올려 중약불에서 5–6분간 굽는다. 기름을 충분히 내고 껍질이 노릇해지게 한다.	
R21.step.2	strings.js · R21	翻面再煎 1 分鐘至表面變色（不需全熟），盛起切成大厚塊備用。	뒤집어서 1분 더 구워 겉면만 익힌 뒤 꺼내어 큼직하게 썬다.	
R21.step.3	strings.js · R21	利用鍋中留下的精華雞油，下蔥白段和大蒜碎，中小火爆香至微微金黃。	팬에 남은 닭기름에 대파 흰 부분과 다진 마늘을 넣고 중약불에서 노릇하게 볶아 향을 낸다.	
R21.step.4	strings.js · R21	加入菇類快速翻炒至軟化，吸收雞油香氣後盛起備用。	버섯을 넣고 숨이 죽을 때까지 가볍게 볶아 닭기름을 입힌 뒤 덜어 둔다.	
R21.step.5	strings.js · R21	白米洗淨瀝乾放入電子鍋內鍋，倒入調好的調味汁，補清水至 1 米杯刻度偏低處（食材加熱會出水）。	씻어 물기를 뺀 쌀을 밥솥에 넣고 양념장을 붓는다. 채수와 육즙이 나오므로 물은 1컵 눈금보다 살짝 적게 맞춘다.	
R21.step.6	strings.js · R21	將雞腿肉塊、熟栗子、菇類、洋蔥絲與蔥白均勻鋪在米粒上方，切勿攪拌，按下一般炊飯模式。	쌀 위에 닭고기, 밤, 버섯, 양파, 대파를 골고루 얹는다. 섞지 말고 그대로 일반 취사를 누른다.	
R21.step.7	strings.js · R21	炊飯完成跳起後切勿開蓋，利用餘溫繼續悶 10 分鐘，讓米粒回穩吸飽蒸氣。	취사가 끝나도 뚜껑을 열지 않고 10분간 뜸을 들여 밥알에 수분과 향이 골고루 배게 한다.	
R21.step.8	strings.js · R21	開蓋後用飯匙由下往上輕柔翻拌均勻，撒上蔥綠蔥花與現磨黑胡椒即可享用。	뚜껑을 열고 주걱으로 아래에서 위로 살살 섞은 뒤 대파 초록 부분과 후추를 뿌려 낸다.	
R21.tip.1	strings.js · R21	太白粉鎖肉汁。雞肉先抓醃太白粉能封住肉汁，電子鍋高溫悶煮完依然大塊軟嫩不柴。	전분으로 육즙 가두기. 닭고기에 전분을 입혀 재워두면 밥솥에서 고온으로 익혀도 퍽퍽하지 않고 촉촉하다.	
R21.tip.2	strings.js · R21	水量一定要比平時少。雞肉、洋蔥和菇類在炊煮時會釋放大量水分，按正常水量煮出來米飯會過於濕爛。	물은 평소보다 적게 잡는다. 고기와 채소에서 수분이 나오므로 정상적으로 물을 맞추면 밥이 질척해진다.	
R21.tip.3	strings.js · R21	鋪料後千萬不要攪拌。攪拌會讓米粒沉底不均勻，容易導致底層受熱不均甚至夾生。	재료를 얹은 뒤 섞지 않는다. 쌀과 섞이면 열 전달이 고르지 않아 밥이 설익을 수 있다.	
R21.tip.4	strings.js · R21	跳起後必悶 10 分鐘。剛煮好時米心水分尚未平衡，多悶這 10 分鐘能讓米粒粒粒分明、口感Q彈。	취사 후 10분 뜸 들이기는 필수. 뜸을 들여야 수분이 밥알 속까지 고루 퍼져 찰기가 생긴다.	
R21.prep.1	strings.js · R21	去骨雞腿肉切一口大厚塊，放入雞腿醃料抓勻醃 20 分鐘	닭다리살은 큼직하게 썰어 양념에 버무려 20분 재운다	
R21.prep.2	strings.js · R21	在碗中調勻備用	그릇에 미리 섞어 둔다	
R21.prep.3	strings.js · R21	在小碗中調勻備用	작은 그릇에 미리 섞어 둔다	
R21.prep.4	strings.js · R21	洗淨瀝乾備用	씻어서 물기를 빼 둔다	
R21.prep.5	strings.js · R21	對半切開	반으로 자른다	
R21.prep.6	strings.js · R21	撕成條或切片備用	찢거나 얇게 썬다	
R21.prep.7	strings.js · R21	切絲備用	채 썬다	
R21.prep.8	strings.js · R21	蔥白切段爆香、蔥綠切蔥花起鍋撒	대파 흰 부분은 길이로 썰고, 초록 부분은 송송 썬다	
R21.prep.9	strings.js · R21	切碎成蒜末	다진다	
R17.prep.1	strings.js · R17	舀一勺溫熱（不是滾燙）的高湯，放進番紅花泡至少 30 分鐘	따뜻한(끓지 않은) 육수를 한 국자 덜어 사프란을 최소 30분 우린다	
R17.prep.2	strings.js · R17	切極細末	아주 잘게 다진다	
R17.prep.3	strings.js · R17	分兩份；收尾那份冷藏到要用	두 몫으로 나누고 마무리용은 쓸 때까지 냉장한다	
ING.乾海帶	strings.js · 介面與固定台詞	乾海帶	마른 미역	
ING.中筋麵粉	strings.js · 介面與固定台詞	中筋麵粉	중력분	
ING.滾水	strings.js · 介面與固定台詞	滾水	끓는 물	
ING.冷水	strings.js · 介面與固定台詞	冷水	찬물	
ING.沙拉油	strings.js · 介面與固定台詞	沙拉油	식용유	
ING.油酥	strings.js · 介面與固定台詞	油酥	오일 반죽	
ING.蔥油內餡	strings.js · 介面與固定台詞	蔥油內餡	파 소	
ING.白米	strings.js · 介面與固定台詞	白米	쌀	
ING.熟栗子	strings.js · 介面與固定台詞	熟栗子	맛밤	
ING.米酒	strings.js · 介面與固定台詞	米酒	청주나 소주	
ING.味醂	strings.js · 介面與固定台詞	味醂	미림	
ING.雞腿醃料	strings.js · 介面與固定台詞	雞腿醃料	닭다리살 밑간	
ING.調味汁	strings.js · 介面與固定台詞	調味汁	양념장	
ING.低筋麵粉	strings.js · 介面與固定台詞	低筋麵粉	박력분	
ING.去骨雞腿肉	strings.js · 介面與固定台詞	去骨雞腿肉	닭다리살	
ING.喝的優格	strings.js · 介面與固定台詞	喝的優格	마시는 요거트	
ING.大白菜	strings.js · 介面與固定台詞	大白菜	배추	
ING.大蒜	strings.js · 介面與固定台詞	大蒜	마늘	
ING.大蔥	strings.js · 介面與固定台詞	大蔥	대파	
ING.太白粉	strings.js · 介面與固定台詞	太白粉	감자전분	
ING.奶油	strings.js · 介面與固定台詞	奶油	버터	
ING.小蘇打粉	strings.js · 介面與固定台詞	小蘇打粉	베이킹소다	
ING.昆布魚乾高湯	strings.js · 介面與固定台詞	昆布魚乾高湯	다시마·멸치 육수	
ING.杏鮑菇	strings.js · 介面與固定台詞	杏鮑菇	새송이버섯	
ING.松露橄欖油	strings.js · 介面與固定台詞	松露橄欖油	트러플 올리브오일	
ING.板豆腐	strings.js · 介面與固定台詞	板豆腐	찌개용 두부	
ING.棒棒腿	strings.js · 介面與固定台詞	棒棒腿	닭봉	
ING.橄欖油	strings.js · 介面與固定台詞	橄欖油	올리브오일	
ING.櫛瓜	strings.js · 介面與固定台詞	櫛瓜	애호박	
ING.水	strings.js · 介面與固定台詞	水	물	
ING.水梨汁	strings.js · 介面與固定台詞	水梨汁	배즙	
ING.洋蔥	strings.js · 介面與固定台詞	洋蔥	양파	
ING.煎餅粉或中筋麵粉	strings.js · 介面與固定台詞	煎餅粉或中筋麵粉	부침가루 또는 중력분	
ING.熟成泡菜	strings.js · 介面與固定台詞	熟成泡菜	잘 익은 김치	
ING.熟透香蕉	strings.js · 介面與固定台詞	熟透香蕉	잘 익은 바나나	
ING.牛絞肉	strings.js · 介面與固定台詞	牛絞肉	다진 소고기	
ING.牛肉片	strings.js · 介面與固定台詞	牛肉片	불고기용 소고기	
ING.牛腩	strings.js · 介面與固定台詞	牛腩	양지	
ING.甘栗仁	strings.js · 介面與固定台詞	甘栗仁	깐밤	
ING.生麵條	strings.js · 介面與固定台詞	生麵條	생면	
ING.番茄義大利麵醬	strings.js · 介面與固定台詞	番茄義大利麵醬	토마토 파스타 소스	
ING.白糖	strings.js · 介面與固定台詞	白糖	설탕	
ING.白胡椒粉	strings.js · 介面與固定台詞	白胡椒粉	흰후추	
ING.白醋	strings.js · 介面與固定台詞	白醋	식초	
ING.秀珍菇	strings.js · 介面與固定台詞	秀珍菇	느타리버섯	
ING.紅甜椒	strings.js · 介面與固定台詞	紅甜椒	빨강 파프리카	
ING.紅酒	strings.js · 介面與固定台詞	紅酒	레드와인	
ING.義大利直麵	strings.js · 介面與固定台詞	義大利直麵	스파게티	
ING.胡蘿蔔	strings.js · 介面與固定台詞	胡蘿蔔	당근	
ING.芝麻油	strings.js · 介面與固定台詞	芝麻油	참기름	
ING.菇類	strings.js · 介面與固定台詞	菇類	버섯	
ING.蒜末	strings.js · 介面與固定台詞	蒜末	다진 마늘	
ING.蘑菇	strings.js · 介面與固定台詞	蘑菇	양송이버섯	
ING.蠔油	strings.js · 介面與固定台詞	蠔油	굴소스	
ING.西洋芹	strings.js · 介面與固定台詞	西洋芹	셀러리	
ING.豬五花或梅花肉	strings.js · 介面與固定台詞	豬五花或梅花肉	삼겹살 또는 목살	
ING.豬五花肉	strings.js · 介面與固定台詞	豬五花肉	삼겹살	
ING.豬絞肉	strings.js · 介面與固定台詞	豬絞肉	다진 돼지고기	
ING.義式乾辣椒	strings.js · 介面與固定台詞	義式乾辣椒	페페론치노	
GRP.辣醬鍋醬汁	strings.js · 介面與固定台詞	辣醬鍋醬汁	고추장찌개 양념	
ING.醋	strings.js · 介面與固定台詞	醋	식초	
ING.醬油	strings.js · 介面與固定台詞	醬油	간장	
GRP.醬香炒麵醬汁	strings.js · 介面與固定台詞	醬香炒麵醬汁	간장 볶음면 소스	
ING.雞翅	strings.js · 介面與固定台詞	雞翅	닭날개	
GRP.雞腿醃料	strings.js · 介面與固定台詞	雞腿醃料	닭다리살 밑간 양념	
ING.食用油	strings.js · 介面與固定台詞	食用油	식용유	
ING.雞蛋	strings.js · 介面與固定台詞	雞蛋	달걀	
GRP.靈魂黑金醬汁	strings.js · 介面與固定台詞	靈魂黑金醬汁	비법 간장 양념	
ING.青辣椒	strings.js · 介面與固定台詞	青辣椒	고추	
ING.青陽辣椒	strings.js · 介面與固定台詞	青陽辣椒	청양고추	
ING.韓國櫛瓜	strings.js · 介面與固定台詞	韓國櫛瓜	애호박	
ING.韓式冬粉	strings.js · 介面與固定台詞	韓式冬粉	당면	
ING.韓式湯醬油（可用日式薄口醬油）	strings.js · 介面與固定台詞	韓式湯醬油（可用日式薄口醬油）	국간장 (없으면 우스쿠치 간장)	
ING.牛胸肉	strings.js · 介面與固定台詞	牛胸肉	차돌박이	
ING.淘米水	strings.js · 介面與固定台詞	淘米水	쌀뜨물	
ING.韓式大醬	strings.js · 介面與固定台詞	韓式大醬	된장	
ING.韓式辣椒粉	strings.js · 介面與固定台詞	韓式辣椒粉	고춧가루	
ING.韓式辣椒醬	strings.js · 介面與固定台詞	韓式辣椒醬	고추장	
ING.韓式醃蝦醬（可用少量魚露替代）	strings.js · 介面與固定台詞	韓式醃蝦醬（可用少量魚露替代）	새우젓 (없으면 액젓 약간)	
ING.香草精	strings.js · 介面與固定台詞	香草精	바닐라 익스트랙	
ING.香菇	strings.js · 介面與固定台詞	香菇	표고버섯	
ING.馬鈴薯	strings.js · 介面與固定台詞	馬鈴薯	감자	
ING.高湯	strings.js · 介面與固定台詞	高湯	육수	
ING.鹽	strings.js · 介面與固定台詞	鹽	소금	
ING.黃甜椒	strings.js · 介面與固定台詞	黃甜椒	노랑 파프리카	
GRP.黃金比例梨汁醃醬	strings.js · 介面與固定台詞	黃金比例梨汁醃醬	배즙 불고기 양념	
ING.黑糖	strings.js · 介面與固定台詞	黑糖	흑설탕	
ING.黑胡椒粉	strings.js · 介面與固定台詞	黑胡椒粉	후추	
PGRP.先泡	strings.js · 介面與固定台詞	先泡	미리 불리기	
PGRP.先洗	strings.js · 介面與固定台詞	先洗	씻기	
PGRP.先醃	strings.js · 介面與固定台詞	先醃	미리 재우기	
PGRP.切塊	strings.js · 介面與固定台詞	切塊	큼직하게 썰기	
PGRP.切末	strings.js · 介面與固定台詞	切末	다지기	
PGRP.切段	strings.js · 介面與固定台詞	切段	어슷썰기	
PGRP.切片	strings.js · 介面與固定台詞	切片	얇게 썰기	
PGRP.切絲	strings.js · 介面與固定台詞	切絲	채 썰기	
GRP.糖	strings.js · 介面與固定台詞	糖	설탕	
PGRP.調醬汁	strings.js · 介面與固定台詞	調醬汁	소스 섞기	
GRP.醬醃醬汁	strings.js · 介面與固定台詞	醬醃醬汁	장아찌 간장물	
PGRP.開火前放旁邊	strings.js · 介面與固定台詞	開火前放旁邊	불 켜기 전에 꺼내 두기	
UNIT.1 湯匙 + 2 茶匙	strings.js · 介面與固定台詞	1 湯匙 + 2 茶匙	1큰술 + 2작은술	
UNIT.1/2 湯匙	strings.js · 介面與固定台詞	1/2 湯匙	1/2큰술	
UNIT.1–1.5湯匙	strings.js · 介面與固定台詞	1–1.5湯匙	1–1.5큰술	
UNIT.3 湯匙 + 1.5 茶匙	strings.js · 介面與固定台詞	3 湯匙 + 1.5 茶匙	3큰술 + 1.5작은술	
UNIT.g	strings.js · 介面與固定台詞	g	g	
UNIT.ml	strings.js · 介面與固定台詞	ml	ml	
UNIT.一小撮	strings.js · 介面與固定台詞	一小撮	한 꼬집	
UNIT.包	strings.js · 介面與固定台詞	包	봉지	
UNIT.少許	strings.js · 介面與固定台詞	少許	약간	
UNIT.幾滴	strings.js · 介面與固定台詞	幾滴	몇 방울	
UNIT.支	strings.js · 介面與固定台詞	支	대	
UNIT.數朵	strings.js · 介面與固定台詞	數朵	몇 가닥	
UNIT.朵	strings.js · 介面與固定台詞	朵	개	
UNIT.根	strings.js · 介面與固定台詞	根	개	
UNIT.湯匙	strings.js · 介面與固定台詞	湯匙	큰술	
UNIT.片葉子	strings.js · 介面與固定台詞	片葉子	장	
UNIT.瓣	strings.js · 介面與固定台詞	瓣	쪽	
UNIT.盒	strings.js · 介面與固定台詞	盒	팩	
UNIT.茶匙	strings.js · 介面與固定台詞	茶匙	작은술	
UNIT.顆	strings.js · 介面與固定台詞	顆	개	
TAG.30分鐘上桌	strings.js · 介面與固定台詞	30分鐘上桌	30분 완성	
TAG.一鍋到底	strings.js · 介面與固定台詞	一鍋到底	원팬	
TAG.下午茶	strings.js · 介面與固定台詞	下午茶	간식	
TAG.下班後	strings.js · 介面與固定台詞	下班後	퇴근 후	
TAG.下飯菜	strings.js · 介面與固定台詞	下飯菜	밥도둑	
TAG.剩菜救援	strings.js · 介面與固定台詞	剩菜救援	남은 재료 활용	
TAG.小菜	strings.js · 介面與固定台詞	小菜	밑반찬	
TAG.小酌良伴	strings.js · 介面與固定台詞	小酌良伴	술안주	
TAG.想吃熱的	strings.js · 介面與固定台詞	想吃熱的	뜨끈한 게 당길 때	
TAG.湯	strings.js · 介面與固定台詞	湯	국물요리	
TAG.烘焙	strings.js · 介面與固定台詞	烘焙	베이킹	
TAG.牛肉	strings.js · 介面與固定台詞	牛肉	소고기	
CUI.甜點	strings.js · 介面與固定台詞	甜點	디저트	
TAG.生日	strings.js · 介面與固定台詞	生日	생일	
TAG.蔬菜	strings.js · 介面與固定台詞	蔬菜	채소	
TAG.豬肉	strings.js · 介面與固定台詞	豬肉	돼지고기	
TAG.週末慢慢煮	strings.js · 介面與固定台詞	週末慢慢煮	주말 요리	
TAG.醬料	strings.js · 介面與固定台詞	醬料	소스	
TAG.錢包友善	strings.js · 介面與固定台詞	錢包友善	가성비	
TAG.鍋物	strings.js · 介面與固定台詞	鍋物	냄비요리	
TAG.隔夜更好吃	strings.js · 介面與固定台詞	隔夜更好吃	다음 날 더 맛있어	
TAG.雞肉	strings.js · 介面與固定台詞	雞肉	닭고기	
TAG.韓劇感	strings.js · 介面與固定台詞	韓劇感	집밥 감성	
TAG.麵	strings.js · 介面與固定台詞	麵	면요리	
ING.蕎麥麵	strings.js · 介面與固定台詞	蕎麥麵	메밀면	
ING.青蔥	strings.js · 介面與固定台詞	青蔥	쪽파	
ING.紫蘇油	strings.js · 介面與固定台詞	紫蘇油	들기름	
ING.白芝麻	strings.js · 介面與固定台詞	白芝麻	통깨	
ING.海苔	strings.js · 介面與固定台詞	海苔	김	
ING.蛋黃	strings.js · 介面與固定台詞	蛋黃	노른자	
ING.小黃瓜	strings.js · 介面與固定台詞	小黃瓜	오이	
ING.白醋或檸檬汁	strings.js · 介面與固定台詞	白醋或檸檬汁	식초 또는 레몬즙	
GRP.紫蘇油醬汁	strings.js · 介面與固定台詞	紫蘇油醬汁	들기름 양념장	
ING.蝦子	strings.js · 介面與固定台詞	蝦子	새우	
ING.蘆筍	strings.js · 介面與固定台詞	蘆筍	아스파라거스	
ING.番紅花	strings.js · 介面與固定台詞	番紅花	사프란	
ING.培根	strings.js · 介面與固定台詞	培根	베이컨	
ING.白酒	strings.js · 介面與固定台詞	白酒	화이트와인	
ING.牛骨高湯	strings.js · 介面與固定台詞	牛骨高湯	사골 육수	
ING.檸檬	strings.js · 介面與固定台詞	檸檬	레몬	
ING.松露鹽	strings.js · 介面與固定台詞	松露鹽	트러플 소금	
ING.帕瑪森起司	strings.js · 介面與固定台詞	帕瑪森起司	파르미지아노 치즈	
ING.帕馬森起司粉	strings.js · 介面與固定台詞	帕馬森起司粉	파르미지아노 치즈 가루	
ING.燉飯米	strings.js · 介面與固定台詞	燉飯米	리조또용 쌀	
ING.Guanciale 義式醃豬頰肉	strings.js · 介面與固定台詞	Guanciale 義式醃豬頰肉	관찰레	
ING.San Marzano DOP 去皮整番茄	strings.js · 介面與固定台詞	San Marzano DOP 去皮整番茄	산 마르자노 DOP 홀토마토	
ING.Pecorino Romano	strings.js · 介面與固定台詞	Pecorino Romano	페코리노 로마노	
TAG.海鮮	strings.js · 介面與固定台詞	海鮮	해산물	
